"@title","ไทย"
"#02881","complete!"
"#02882","=#02565"
"#02883","Partner Monsters' <pic=fri0><0><br>Points increased!"
"#02884","Since the <0> was built,"
"#02885","Hold"
"#02886","Don't hold"
"#02887","Available"
"#02888","Trait Ranking"
"#02889","Town Rank"
"#02890","#"
"#02891","View Details"
"#02892","Town Trait Report"
"#02893","Town Title"
"#02894","=#02565"
"#02895","=#02842"
"#02896","Title Effect"
"#02897","=#02565"
"#02898","Trait Points"
"#02899","Trait Effect"
"#02900","went down..."
"#02901","<0> Results"
"#02902","Trait"
"#02903","Award Details"
"#02904","Awards"
"#02905","#<0>"
"#02906","You'll be awarded the title that you scored the highest for."
"#02907","Town Trait List"
"#02908","Ingredients"
"#02909","Points"
"#02910","=#02863"
"#02911","Traits: All"
"#02912","Town Trait Details"
"#02913","No trait boost actions yet."
"#02914","Try lots of different things to help increase your Trait Points."
"#02915","<0> Details"
"#02916","No Awards"
"#02917","=#02888"
"#02918","Select House"
"#02919","Change Equipment"
"#02920","equipped."
"#02921","Adventurer Info <0>"
"#02922","Give Gift"
"#02923","Give Task"
"#02924","=#02755"
"#02925","Tap to give present."
"#02926","Magic Learned"
"#02927","Not learned yet."
"#02928","=#00651"
"#02929","Boosted Attributes"
"#02930","Present boosted attributes."
"#02931","Job Mastered"
"#02932","=#02565"
"#02933"," <0> mastered!"
"#02934","Master Bonus:"
"#02935","Acquired!"
"#02936","Change Job?"
"#02937","Cancel"
"#02939","(Can still be leveled up after being carried over.)"
"#02940","<0><1> mastered!"
"#02941","Work Bonus"
"#02942","Boost <0>"
"#02943","Stats"
"#02944","Here you go!"
"#02945","HP restored!"
"#02946","<0>-Pack"
"#02947","given as present!"
"#02948","Presents <0>/5"
"#02949","=#02686"
"#02950","Price"
"#02951","You have no items."
"#02952","=#02480"
"#02953","Currently equipped"
"#02954","Gift Item"
"#02955","Select how many."
"#02956","Change equipment with a present"
"#02957","No equipment"
"#02958","Give present"
"#02959","Simplified Chinese ON"
"#02960","Simplified Chinese OFF"
"#02961","Change the game's speed.<br>Speeds up the game."
"#02962","You don't have any Trait Points."
"#02963","Contest Hints"
"#02964","Rating"
"#02965","I think we can pass this one!<br>Let's enter the contest!"
"#02966","I don't think we're ready yet...<br>Let's work on our Trait Points a little more!"
"#02967","Town Guide Contests <0>/<1>"
"#02968","Trait Points Needed"
"#02969","Nice job! You passed!"
"#02970","Contest List"
"#02971","Difficulty"
"#02972","Result"
"#02973","Select a contest to enter."
"#02975","Passed!"
"#02976","Didn't pass..."
"#02977","Thanks to passing the contest,"
"#02978","=#02565"
"#02979","will be split from their partner."
"#02980","Split with <0>?"
"#02983","Send <0> away?"
"#02985","Equipment Info <0>"
"#02986","Type:"
"#02987","=#01951"
"#02988","Home Completed"
"#02989","=#02805"
"#02990","obtained."
"#02991","<co=0065ff><0></co> Town Points"
"#02992","=#02990"
"#02993","can now be held."
"#02994",""""
"#02995","=#02993"
"#02996","Equipment <0>/<1>"
"#02997","You have <0> type(s)."
"#02998","Income Info <0>/2"
"#02999","<0> Income"
"#03000","Monthly"
"#03001","Annual"
"#03002","Expenses"
"#03003","Adventurers <0>/<1>"
"#03004","<pic=tpoint0> Reward"
"#03005","=#01954"
"#03006","Adventurers visiting: <0>"
"#03007","Profit"
"#03008","Tap to move to the shop."
"#03009","Town Details <0>/3"
"#03010","Type"
"#03011","Income Info"
"#03012","=#02755"
"#03013","Jobs <0>/<1>"
"#03014","Change job"
"#03015","Jobs <0>/2"
"#03016","No."
"#03017","Salary/Month"
"#03018","Create Weapon"
"#03019","Create Recipe"
"#03020","Use <0><1>"
"#03021","to upgrade <0><1>?"
"#03022","can now be created!"
"#03023","Create this item?"
"#03024","Create"
"#03025","Upgrade"
"#03026","Select how many items to put in."
"#03027","Research Report"
"#03028","Bubble bubble..."
"#03029","Select Recipe"
"#03030","Select a Recipe"
"#03031","?????"
"#03032","=#02908"
"#03033","Knowledge"
"#03034","Throw In Items"
"#03035","View Recipes"
"#03036","Upgrade Weapons"
"#03037","Add items to get Magic Points."
"#03038","Use Magic Points to create items."
"#03039","How to Play <0>/<1>"
"#03040","=#00858"
"#03041","Awards Ceremony <0>/3"
"#03043","Adventurers <0>"
"#03044","=#02727"
"#03045","=#00430"
"#03046","Contributed"
"#03047","Used"
"#03048","Select an applicant."
"#03049","Hello!"
"#03050","Nice!"
"#03051","Laters!"
"#03052","Looks like they want to join you."
"#03053","=#02838"
"#03055","=#02565"
"#03056","looks happy!"
"#03057","returned home."
"#03058","Partner Monster"
"#03059","Name"
"#03060","Friendship Event"
"#03061","Let's go!"
"#03063","can be ridden"
"#03064","<pic=fri1>Friendship level increased..."
"#03065","in battle!"
"#03066","Partner Deal"
"#03067","=#02334"
"#03068","Hi there!"
"#03069","<0>'s partner"
"#03070","negotiation..."
"#03071","=#03069"
"#03072","was established!"
"#03073","Boss!"
"#03074","has appeared!"
"#03075","Monster Info"
"#03076","Monster Info No."
"#03077","=#02864"
"#03078","Reward"
"#03079","Assign Partner"
"#03080","Give Snack"
"#03081","Likes"
"#03082","Select an item."
"#03083","Select how many to give."
"#03084","Monster List"
"#03085","Monsters!"
"#03086","appeared in large numbers!"
"#03087","New Monster"
"#03088","=#02867"
"#03089","Monsterpedia <0>/<1>"
"#03090","Power Up"
"#03091","Heheh..."
"#03092","Came back stronger than before!"
"#03093","=#01507"
"#03094","=#01950"
"#03095","Tax Income"
"#03096","Residents"
"#03097","=#02651"
"#03098","New Game"
"#03099","Town Name"
"#03100","=#01507"
"#03101","Adventurer Name"
"#03102","Start Game"
"#03103","Adventure News <0>/<1>"
"#03104","Continue quest?"
"#03105","Continuation Cost"
"#03106","I can do it!"
"#03107","=#02304"
"#03108","=#00651"
"#03109","Explore"
"#03110","Slay"
"#03111","Continue"
"#03112","Quit"
"#03113","Quest Complete!"
"#03114","cleared!"
"#03115","Cleared the quest!"
"#03116","Boosted Popularity by"
"#03118","=#02480"
"#03119","Spoils"
"#03120","Times Defeated"
"#03121","=#00651"
"#03122","=#03114"
"#03123","Adventurers wanted!"
"#03124","Recruit adventurers"
"#03125","Join"
"#03126","Participants"
"#03127","Party Members"
"#03128","=#01523"
"#03129","Add Members"
"#03130","Request <0>/2"
"#03131","Select an adventurer."
"#03132","=#02683"
"#03133","Select Quest"
"#03134","In progress"
"#03135","Start quest"
"#03136","Preparation"
"#03137","Back to Town"
"#03138","Explore New Area?"
"#03139","quest is next!"
"#03140","Start"
"#03141","=#02937"
"#03142","Depart"
"#03143","New Title"
"#03144","Used Magic Points"
"#03145","created!"
"#03146","upgraded!"
"#03147","wants to be friends!"
"#03148","Title"
"#03149","acquired!"
"#03150","Sold from Lv. <0>"
"#03151","=#02955"
"#03152","Sale Price"
"#03153","=#02694"
"#03154","Price <pic=tpoint0>"
"#03155","Store Sales"
"#03156","Welcome!"
"#03157","=#01955"
"#03158","Judges"
"#03159","=#01507"
"#03160","Use Item"
"#03161","Products"
"#03162","=#02950"
"#03163","Cost/Month"
"#03164","=#01952"
"#03165","Select a crop to grow."
"#03166","Facility Info <0>"
"#03167","Area Facility Bonus"
"#03168","=#02887"
"#03169","No bonus"
"#03170","Area Bonus"
"#03171","A place for adventurers to meet up."
"#03172","Monsters can be switched out."
"#03173","Horse Cart"
"#03174","Balloon"
"#03175","Blimp"
"#03176","=#00432"
"#03177","The <0> service departs from here."
"#03178","Sells <0> for adventurers."
"#03179","View Stock"
"#03180","No one wants to move in now."
"#03181","Current applicants waiting: <0>"
"#03182","View Applicants"
"#03183","Adventurers can live here."
"#03184","<0>'s house"
"#03185","=#03180"
"#03186","View Adventurers"
"#03187","Grow Crops"
"#03188","=#03160"
"#03189","To next level:"
"#03190","Use"
"#03191","Upgrade Facility"
"#03192","?"
"#03193","Select how many to use."
"#03194","Level Up"
"#03195","=#02319"
"#03196","is now level"
"#03198","Title Info"
"#03199","Contest Reward"
"#03200","Get high points in the above to win."
"#03201","Title Guide <0>"
"#03202","???"
"#03203","Rating Conditions"
"#03204","Done"
"#03205","Pending"
"#03206","Town Rank Increased"
"#03207","=#02842"
"#03208","Huzzah!"
"#03209","Yay!"
"#03210","Search for a new area to explore."
"#03211","Explore new area?"
"#03212","Return to town?"
"#03213","=#01581"
"#03214","No jobs available."
"#03215","No partner monsters."
"#03216","There are no quests in progress."
"#03217","No trait rewards."
"#03218","You haven't earned any titles yet."
"#03219","Okay, let's build a path!<br>Tap the place you want to start building, then drag to build the path."
"#03220","Name (12 char max)"
"#03221","&"
"#03222","Award a medal<br>to <0>."
"#03223","Cancel the awards ceremony?"
"#03224","Cancel<br><0>?"
"#03225","You can still add more members.<br>Proceed?"
"#03226","Select sorting order."
"#03227","Ascending\tDescending"
"#03228","ZL: Download Save Data"
"#03229","Lite Version"
"#03230","Sending System Data: <0>"
"#03231","Downloaded Data"
"#03232","Save data overwritten."
"#03233","Communication Error"
"#03234","Dungeon Village"
"#03235","Town Name (14 char max)"
"#03236","Adventurer Name (12 char max)"
"#03237","Save Slot <0>/2"
"#03238","Tap to start game"
"#03239","Adventure Town"
"#03240","Recovery"
"#03241","Fr"
"#03242","Ic"
"#03243","Shock"
"#03244","=#00474"
"#03245","Confuse"
"#03246","Blind"
"#03247","Burn"
"#03248","Freeze"
"#03249","Paralyze"
"#03250","No road..."
"#03251","Restocked"
"#03252","Items: <0>"
"#03253","=#02839"
"#03254","Lt"
"#03255","Dr"
"#03256","I've got this!"
"#03257","I'll do it!"
"#03258","I'll join!"
"#03259","What fun!"
"#03260","=#02559"
"#03261","Shops"
"#03262","Other"
"#03263","Stupendous!"
"#03264","Looks great!"
"#03265","Looks good!"
"#03266","Feeling good!"
"#03267","Not bad!"
"#03268","Hmm..."
"#03269","I'm touched!"
"#03270","This could be tricky..."
"#03271","I'm a bit worried..."
"#03272","We've got a good team."
"#03273","I think it'll go well."
"#03274","I'm optimistic!"
"#03275","They'll clear it, no problem!"
"#03276","They can do it!"
"#03277","Almost done!"
"#03278","Just a bit longer!"
"#03279","They need help!"
"#03280","They should try later."
"#03281","They should give up..."
"#03282","Monsters <0>/<1>"
"#03283","Diamond Points"
"#03284","=#02740"
"#03285","=#03283"
"#03286","Monsters Defeated"
"#03287","None this month"
"#03288","..."
"#03289","=#02565"
"#03290","Costs"
"#03291","is more popular than ever!"
"#03294","<0><1> Town"
"#03295","Judging contest..."
"#03296","Victory!"
"#03297","Conditions Met!"
"#03298","Y<0> <1> <2>"
"#03299","Facilities, <0>, <1>G<br>"
"#03300","Monsters, <0>, <1>G<br>"
"#03301","Profile"
"#03302","Re-log"
"#03303","Reset"
"#03304","Leave"
"#03305","Kairo Account"
"#03306","Logged in"
"#03307","has left."
"#03309","Select OK to start sending."
"#03310","Sending save data..."
"#03311","An error occurred. Retry?"
"#03312","A new issue of<br>Adventure News is out!"
"#03313","Unable to start the app."
"#03314","An error occurred.<br>Please contact support<br>without deleting the app."
"#03315","An error occurred.<br>Send an error report?<br>(*Personal information will not be shared.)"
"#03316","<pic=ma<0> > <1> <2></co>"
"#03317","<0><1></co>!"
"#03318","Managing <0><1></co>"
"#03319","<0><1></co> learned!"
"#03320","<0>ranked up</co>!"
"#03321","<0><1></co>"
"#03322","<0><1>'s</co>"
"#03323","<0>house</co> has been built!"
"#03324","=#03321"
"#03325","to upgrade <0><1></co>?"
"#03326","=#03321"
"#03327","=#03321"
"#03328","Changed to <0><1></co>!"
"#03329","=#03321"
"#03330","<0><1></co><br>assigned as partner."
"#03331","<0>Partnership</co>"
"#03332","=#03331"
"#03333","<0><1> <2></co>"
"#03334","Got <0><1></co> x<2>"
"#03335","Got <2> <0><1></co>"
"#03336","Job: <0><1></co>"
"#03337","=#03336"
"#03338","Increase your <0><1></co> Trait Points!"
"#03339","<0><1></co> complete!"
"#03340","Change name to <0><1></co>?"
"#03341","=#03321"
"#03342","=#03321"
"#03343","Upgraded <0><1></co>."
"#03344","<0><1></co> mastered!"
"#03345","Give a gift to one of your adventurers!"
"#03346","Build a new store!"
"#03347","Build a Monster Farm!"
"#03348","Build an adventurer a <pic=t_ca6>new house!"
"#03349","Dagger"
"#03350","Bandit Knife"
"#03351","Iron Sword"
"#03352","Cutlass"
"#03353","Knight Sword"
"#03354","Hammer Sword"
"#03355","Gold Sword"
"#03356","=#01150"
"#03357","Atomic Sword"
"#03358","=#01151"
"#03359","=#01152"
"#03360","Royal Sword"
"#03361","Samurai Sword"
"#03362","=#01153"
"#03363","Woodcutter's Axe"
"#03364","Hatchet"
"#03365","Iron Axe"
"#03366","Silver Axe"
"#03367","Golden Axe"
"#03368","Noble Axe"
"#03369","=#01154"
"#03370","Viking Axe"
"#03371","=#01155"
"#03372","=#01156"
"#03373","Happy Flag"
"#03374","=#01157"
"#03375","Wooden Staff"
"#03376","Magic Wand"
"#03377","Monk Staff"
"#03378","Holy Staff"
"#03379","Power Rod"
"#03380","Lovely Rod"
"#03381","Sacred Tree Staff"
"#03382","Jeweled Scepter"
"#03383","=#01158"
"#03384","=#01159"
"#03385","=#01160"
"#03386","Sun Rod"
"#03387","Soldier Spear"
"#03388","Iron Spear"
"#03389","3-Pronged Fork"
"#03390","Partisan"
"#03391","=#01885"
"#03392","Ranseur"
"#03393","=#01161"
"#03394","=#01162"
"#03395","Hero Spear"
"#03396","=#01163"
"#03397","=#01164"
"#03398","X-Mas Lance"
"#03399","Lover's Foil"
"#03400","Rapier"
"#03401","Silver Saber"
"#03402","Fairy Saber"
"#03403","Gold Rapier"
"#03404","=#01165"
"#03405","Royal Saber"
"#03406","Estoc"
"#03407","Nightingale"
"#03408","Giant Saber"
"#03409","Wooden Bow"
"#03410","Hardwood Bow"
"#03411","Hunter Bow"
"#03412","Fairy Bow"
"#03413","=#01166"
"#03414","Golden Bow"
"#03415","Twinkling Barebow"
"#03416","Eastern-Style Bow"
"#03417","Hero Bow"
"#03418","=#01167"
"#03419","=#01168"
"#03420","Recurve Bow"
"#03421","Handgun"
"#03422","Light Gun"
"#03423","Flintlock Pistol"
"#03424","=#01169"
"#03425","Rifle"
"#03426","=#01170"
"#03427","Forest Gun"
"#03428","Hand Cannon"
"#03429","=#01171"
"#03430","Double Shot"
"#03431","=#01172"
"#03432","Barehanded"
"#03433","Plains Map"
"#03434","=#03233"
"#03435","Forest Map"
"#03436","Easygoing Explorers"
"#03437","Tropics Map"
"#03438","Warm Tropical Village"
"#03439","Arctic Map"
"#03440","Snowy Arctic Village"
"#03441","Magic Map"
"#03442","Mystical Village"
"#03443","Eastern Map"
"#03444","Elegant Eastern Village"
"#03445","Underworld Map"
"#03446","Wicked Demon Village"
"#03447","ตอนนี้พื้นที่แสดงผลของวิดีโอสตรีมจะใหญ่ขึ้นและสามารถดูแบบสตรีมได้ใน<co=3366ff>โหมดแนวนอน</co>!"
"#03448","ท่านลบโฆษณาออกจากเกมนี้เรียบร้อยแล้ว!"
"#03449","You can also rotate the display if your device supports it! Toggle this on or off via \""System\"" > \""Options.\"""
"#03450","บางทีการแสดงผลอันใหม่อาจจะให้มุมมองที่สดใหม่กว่าของเกมนี้! ขอให้สนุกนะ!"
"#03451","กรุณายืนยันว่าเปิดการเชื่อมต่อแล้ว ตรวจสอบสัญญาณของท่าน แล้วรีสตาร์ทแอพ คุณสมบัติบางอย่างอาจจะใช้งานไม่ได้ถ้าปิดการเชื่อมต่อ"
"#03452","ข้อความ"
"#03453","=#03452"
"#03454","กำลังส่ง"
"#03455","ตกลง"
"#03456","=#03156"
"#03457","ขายหมดแล้ว"
"#03458","เหอๆ ท่านต้องการอันไหน?"
"#03459","เกิดความผิดพลาดในการสื่อสารขึ้น"
"#03460","=#02691"
"#03461","อ่านข้อตกลงการใช้งาน (ต้องอ่าน)"
"#03462","ยอมรับข้อตกลงแล้วไปต่อ"
"#03463","รีสตาร์ทหลังซื้อเพื่อรับไอเทม"
"#03464","ไปต่อ"
"#03465","ยอมรับข้อตกลงแล้วไปต่อ"
"#03466","คำเตือน"
"#03467","Your reward is here!"
"#03468","เลือกร้าน"
"#03469","=#02817"
"#03470","ร้านตั๋ว"
"#03471","โอ้ ไม่นะ... ดูเหมือนว่าเรา<co=60,100,200>จะไม่สามารถติดต่อ</co>สำนักงานใหญ่ของบริษัทได้"
"#03472","กรุณากลับมาที่ร้านอีกครั้งหลังจากตรวจสอบสัญญาณและสถานะการสื่อสารของท่านแล้ว"
"#03473","ตัวเลือกผลิตภัณฑ์ที่ยอดเยี่ยมทุกวันของเราก็น่าจะพร้อมให้บริการท่าน"
"#03474","เราจะรอท่าน!"
"#03475","ที่นี่เราขายตั๋ว -- ของพรีเมี่ยมที่หายากไม่ว่าจะที่ไหนในโลก"
"#03476","ราคาค่อนข้างสูง ดังนั้นคิดให้ดีก่อนซื้อนะ ตกลงไหม?"
"#03477","หึๆ"
"#03478","=#03156"
"#03479","อ้า โชคร้ายที่เรา<co=60,100,200>ขายหมดแล้ว</co> แต่เชิญลองมองหาของอื่นของเราได้"
"#03480","ท่านไม่สามารถมีตั๋วเกิน <0> ใบได้"
"#03481","โอ้ เลือกได้เยี่ยม"
"#03482","ไอเทมสุดยอดนี้จะซื้อได้ด้วยการใช้<co=60,100,200>เงินจริง</co>เท่านั้น"
"#03483","เด็กๆต้องสอบถาม<co=60,100,200>พ่อแม่หรือผู้ปกครอง</co>ก่อนทำการซื้อ"
"#03484","ร้านนี้เปิดขายตลอดเวลา เชิญแวะมาเมื่อไหร่ก็ได้"
"#03485","=#01965"
"#03486","=#02565"
"#03487","เวลาการเล่น: <0> ชั่วโมง <1> นาที"
"#03488","คำขอเพื่อน"
"#03489","ท่านสามารถลงทะเบียนเพื่อนได้สูงสุดห้าคน<br>ท่านจะได้รับโบนัส<br>เมื่อเริ่มต้นเกมตามเวลา<br>การเล่นรวมของเพื่อนของท่าน ถามไอดีจาก<br>เพื่อนของท่านแล้วเพิ่มชื่อพวกเขา"
"#03490","ชื่อเล่น"
"#03491","ชื่อเล่น"
"#03492","ใส่ชื่อเล่น"
"#03493","ชื่อเล่นห้ามเว้นวรรค"
"#03494","ประกอบด้วยอักขระที่ใช้ไม่ได้ตั้งแต่หนึ่งตัวขึ้นไป"
"#03495","ไอดีของเพื่อน"
"#03496","ไอดีของเพื่อน"
"#03497","ใส่ไอดีของเพื่อนของท่าน"
"#03498","ยินดีด้วย! ท่านได้รับโบนัสเมื่อลงทะเบียน<co=60,100,200>เพื่อนใหม่</co>!"
"#03499","ถ้าท่านทั้งคู่เล่นต่อ ท่านจะได้รับโบนัสเพิ่มมากขึ้นอีกในอนาคต!"
"#03500","อย่างไรก็ตาม <co=255,0,0>อย่าลบแอพนี้</co> มิเช่นนั้นข้อมูลเพื่อนของท่านทั้งหมดจะสูญหายไปตลอดกาล"
"#03501","เริ่มต้น"
"#03502","กรุณาใส่ชื่อเล่นของท่าน"
"#03503","กดที่นี่"
"#03504","เปลี่ยนได้ในภายหลัง"
"#03505","=#03455"
"#03506","ใส่ชื่อเล่นใหม่"
"#03507","<0>  <1> ชั่วโมง <2> นาที"
"#03508","เล่นครั้งล่าสุด"
"#03509","รวม:"
"#03510","<0> ชั่วโมง <1> นาที"
"#03511","ได้ส่งคำขอเพื่อนแล้ว"
"#03512","<0> อื่นๆ"
"#03513","ค้นหาเพื่อน"
"#03514","วิธีใช้"
"#03515","แชร์ไอดี"
"#03516","ไอดีของท่าน (กดเพื่อแชร์)"
"#03517","ค้นหาที่นี่"
"#03518","กรอกที่นี่"
"#03519","ค้นหา"
"#03520","=#03452"
"#03521","การอนุมัติอาจต้องใช้เวลา"
"#03522","คำขอ"
"#03523","=#02937"
"#03524","ส่งคำขอเพื่อนไปแล้วที่"
"#03525","กรุณารอการอนุมัติ"
"#03526","=#03452"
"#03527","ปิด"
"#03528","อัพเดตอาจต้องใช้เวลา"
"#03529","อนุมัติ"
"#03530","ปฏิเสธ"
"#03531","เพิ่มเพื่อนแล้ว"
"#03532","เพื่อนใหม่"
"#03533","<co=0070FF><0></co><br>เพิ่มแล้ว"
"#03534","ท่านอาจได้รับโบนัส"
"#03535","ผู้เล่นจะไม่ได้รับแจ้ง"
"#03536","ลบ"
"#03537","กลับ"
"#03538","ลบ<br><0>?"
"#03539","เกี่ยวกับเพื่อน"
"#03540","โบนัสเพื่อน (ทุกๆ <0> นาที)"
"#03541","ท่านจะได้รับโบนัสเพื่อนคือ <co=254,233,1><0></co> ชั่วโมง <co=254,233,1><1></co> นาที"
"#03542","(สูงสุด)"
"#03543","ยอมรับ"
"#03544","ครั้งถัดไป"
"#03545","โบนัสเพื่อน"
"#03546","ท่านได้รับ<br><co=0070FF><0> ตั๋ว</co>"
"#03547","=#03545"
"#03548","เพื่อนใหม่: <co=254,233,1><0></co>"
"#03549","ท่านเพิ่ม<br><co=0,128,255><0></co>แล้ว!"
"#03550","การรับส่งข้อมูลล้มเหลว กรุณาตรวจสอบการตั้งค่าของท่านแล้วลองใหม่อีกครั้ง"
"#03551","กรุณากรอกรหัสร้าน (สำหรับความช่วยเหลือลูกค้าเท่านั้น)"
"#03552","รหัสร้าน"
"#03553","รับข้อมูลเซฟ"
"#03554","กรุณาใส่\nรหัสสอบถามของท่าน"
"#03555","รหัสสอบถาม"
"#03556","แอพที่แนะนำ"
"#03557","ไปยังหน้าจอเริ่มต้น"
"#03558","เชิญเพื่อนของท่าน!"
"#03559","ท่านไม่สามารถลงทะเบียน 0 แต้มได้"
"#03560","ท่านไม่สามารถลงทะเบียน <0>"
"#03561","กำลังอัพเดตแอพ..."
"#03562","การตรวจยืนยันล้มเหลว กรุณาใช้บัญชีที่ท่านใช้ซื้อแอพแล้วตรวจสอบสัญญาณของท่าน"
"#03563","กรุณาใช้บัญชีที่ท่านใช้ซื้อแอพและตรวจสอบสัญญาณของท่าน"
"#03564","โหมดแนวนอนพร้อมใช้งานแล้ว"
"#03565","ในเวอร์ชั่นเต็ม!"
"#03566","ห้ามใช้: <0>"
"#03567","กรุณากรอก <0>"
"#03568","กำลังโหลด"
"#03569","การโหลดล้มเหลว"
"#03570","=#03140"
"#03571","ช่อง"
"#03572","โหลดข้อมูลเซฟอัตโนมัติ"
"#03573","โหลดข้อมูลเกมที่เซฟไว้"
"#03574","ไม่มีข้อมูลออโต้เซฟ"
"#03575","ว่างเปล่า"
"#03576","ป <0>"
"#03577","ด <0> ส <1>"
"#03578","ห้ามใช้: / | < > \\"
"#03579","เลือกข้อมูลที่จะโหลด"
"#03580","ไม่พบข้อมูลเซฟ"
"#03581","เกี่ยวกับเกมนี้"
"#03582","แต้มจบเกมสูงสุด"
"#03583","=#02864"
"#03584","=#02864"
"#03585","เวอร์ชั่นเต็ม"
"#03586","รับเวอร์ชั่นเต็มเพื่ออัพโหลดคะแนนสูงสุดของท่าน!"
"#03587","ทำดีมาก ท่านเล่นจบเวอร์ชั่นไลท์แล้ว"
"#03588","หลังจากนี้ท่านจะไปที่เว็บไซต์ของเรา เชิญชมได้!"
"#03589","ขอบคุณที่เล่น!"
"#03590","ตอนนี้ <0><br>ล่าสุดวางขายแล้ว"
"#03591","ใช่"
"#03592","ไม่"
"#03593","ระบบ"
"#03594","บันทึก"
"#03595","ตัวเลือก"
"#03596","=#03514"
"#03597","คะแนนสูงสุด"
"#03598","=#03112"
"#03599","=#03111"
"#03600","=#03098"
"#03601","=#02713"
"#03602","ข้อมูล"
"#03603","=#02556"
"#03604","=#03148"
"#03605","รวมย่อย: <0>"
"#03606","รวม: <0>"
"#03607","=#02565"
"#03608","=#02565"
"#03609","=#02565"
"#03610","กำลังเซฟเกม"
"#03611","หน้าต่างคำพูด"
"#03612","เหตุการณ์"
"#03613","=#03595"
"#03614","ความสำคัญ"
"#03615","=#02768"
"#03616","=#00515"
"#03617","เอฟเฟค"
"#03618","การหมุน"
"#03619","=#02767"
"#03620","ความเร็ว"
"#03621","เร็ว"
"#03622","ปกติ"
"#03623","อัตโนมัติ"
"#03624","ล็อค"
"#03625","การเลือก “สมรรถนะ” จะให้ความสำคัญกับ"
"#03626","สมรรถนะมากกว่าภาพ"
"#03627","เปลี่ยนความเร็วของเกม"
"#03628","(จะเลือกได้หลังจากจบเกมรอบหนึ่งแล้ว)"
"#03629","เลือกว่าจะหมุนหน้าจอ"
"#03630","อัตโนมัติหรือไม่"
"#03631","ปรับระดับเสียง"
"#03632","ของเกม"
"#03633","(C) Kairosoft Co., Ltd."
"#03634","=#03633"
"#03635","แต้มเล่นจบ"
"#03636","หน้า"
"#03637","ถัดไป"
"#03638","บำรุง"
"#03639","ฐาน"
"#03640","โบนัส"
"#03641","รวม"
"#03642","โบนัส"
"#03643","ชาย"
"#03644","หญิง"
"#03645","เดือน <0>"
"#03646","=#03638"
"#03647","<0>/เดือน"
"#03648","=#02864"
"#03649","=#02950"
"#03650","=#02480"
"#03651","เป็นเจ้าของ"
"#03652","เสร็จ"
"#03653","=#03134"
"#03654","<0> เสร็จ"
"#03655","<0>: <1> ฉบับ"
"#03656","รายชื่อไอเทม"
"#03657","=#03651"
"#03658","=#03656"
"#03659","ครั้งที่ใช้"
"#03660","=#02565"
"#03661","=#02565"
"#03662","สรุป"
"#03663","ความยาว"
"#03664","ต้นทุน"
"#03665","=#03059"
"#03666","อันดับ"
"#03667","=#02652"
"#03668","=#01952"
"#03669","สถานที่ทั้งหมด"
"#03670","รายชื่อ"
"#03671","เซฟทับความคืบหน้าปัจจุบันหรือไม่?"
"#03672","ลบความคืบหน้าปัจจุบันหรือไม่?"
"#03673","เซฟเกมแล้ว"
"#03674","เลื่อนเพื่อเลือกตำแหน่ง ให้นิ้วของท่านชี้บนไอเทมระหว่างเลื่อนเพื่อทำการปรับแต่งอย่างละเอียด กดเพื่อสร้าง"
"#03675","ตั้งค่าแล้ว"
"#03676","=#01966"
"#03677","ท่านได้รับ <co=000080><0></co>"
"#03678","ตอนนี้กำลังตามแขกคนนี้ไป กดอีกครั้งเพื่อดูข้อมูลอย่างละเอียด"
"#03679","กำลังสร้าง <0>..."
"#03680","ลบ <0>"
"#03681","ลบจนถึงที่ไหน?"
"#03682","เริ่ม <0> ที่ไหน?"
"#03683","วางจนถึงที่ไหน?"
"#03684","ผลิ"
"#03685","ร้อน"
"#03686","เคลม"
"#03687","หนาว"
"#03688","<co=008000><0></co> เสร็จแล้ว"
"#03689","-<0> เป็นค่าบำรุงรักษาประจำเดือน"
"#03690","ข่าว Kairo"
"#03691","พบเราที่ Kairo Park."
"#03692","ดูแอพของ Kairo Park"
"#03693","ออกเกมและ"
"#03694","ไปที่เว็บไซต์ของ Kairosoft"
"#03695","ตรงไปยังหน้าแนะนำแอพของเรา?"
"#03696","=#03455"
"#03697","ออกเกม"
"#03698","รับข่าวสารใหม่ๆ"
"#03699","ล่าสุดของ Kairo Park!"
"#03700","สกุลเงิน"
"#03701","G"
"#03702","$"
"#03703","เปลี่ยนสกุลเงินเป็นเยน/ดอลลาร์"
"#03704","สังเกตว่า 100G = ＄1"
"#03705","เข้าสู่ Kairo Park"
"#03706","=#03568"
"#03707","กรุณาใส่ชื่อ"
"#03708","ใส่ได้สูงสุด <0> อักขระ"
"#03709","ป <0> ด <1> ส <2>"
"#03710","โหลดผิดพลาด"
"#03711","อ่านข้อมูลไม่ได้"
"#03712","ตรวจสอบว่าอนุญาตการเชื่อมต่อเครือข่ายแล้วและตรวจสอบความแรงสัญญาณของท่าน"
"#03713","ตรวจสอบว่าอนุญาตการเชื่อมต่อเครือข่ายแล้ว<br>และตรวจสอบคุณภาพสัญญาณของท่าน"
"#03714","การตรวจยืนยันล้มเหลว"
"#03715","เกิดความผิดพลาดของเซิร์ฟเวอร์ขึ้น"
"#03716","เกิดความผิดพลาดของข้อมูลขึ้น<br>กรุณาติดตั้งแอพนี้ใหม่"
"#03717","เกิดความผิดพลาดขึ้น<br>กรุณารีสตาร์ทแอพนี้"
